instance,m,rho,position,aircraft_j
airland6,3,2,9,25
airland6,3,2,10,28
airland6,3,3,1,2
airland6,3,3,2,5
airland6,3,3,3,8
airland6,3,3,4,11
airland6,3,3,5,14
airland6,3,3,6,17
airland6,3,3,7,20
airland6,3,3,8,23
airland6,3,3,9,26
airland6,3,3,10,29
airland7,2,1,1,0
airland7,2,1,2,1
airland7,2,1,3,3
airland7,2,1,4,5
airland7,2,1,5,7
airland7,2,1,6,9
airland7,2,1,7,11
airland7,2,1,8,13
airland7,2,1,9,15
airland7,2,1,10,17
airland7,2,1,11,19
airland7,2,1,12,21
airland7,2,1,13,23
airland7,2,1,14,25
airland7,2,1,15,27
airland7,2,1,16,29
airland7,2,1,17,31
airland7,2,1,18,33
airland7,2,1,19,35
airland7,2,1,20,37
airland7,2,1,21,39
airland7,2,1,22,41
airland7,2,1,23,43
airland7,2,2,1,2
airland7,2,2,2,4
airland7,2,2,3,6
airland7,2,2,4,8
airland7,2,2,5,10
airland7,2,2,6,12
airland7,2,2,7,14
airland7,2,2,8,16
airland7,2,2,9,18
airland7,2,2,10,20
airland7,2,2,11,22
airland7,2,2,12,24
airland7,2,2,13,26
airland7,2,2,14,28
airland7,2,2,15,30
airland7,2,2,16,32
airland7,2,2,17,34
airland7,2,2,18,36
airland7,2,2,19,38
airland7,2,2,20,40
airland7,2,2,21,42
airland8,2,1,1,0
airland8,2,1,2,7
airland8,2,1,3,3
airland8,2,1,4,9
airland8,2,1,5,8
airland8,2,1,6,10
airland8,2,1,7,2
airland8,2,1,8,19
airland8,2,1,9,1
airland8,2,1,10,6
airland8,2,1,11,14
airland8,2,1,12,4
airland8,2,1,13,13
airland8,2,1,14,12
airland8,2,1,15,42
airland8,2,1,16,34
airland8,2,1,17,26
airland8,2,1,18,43
airland8,2,1,19,48
airland8,2,1,20,32
airland8,2,1,21,36
airland8,2,1,22,37
airland8,2,1,23,29
airland8,2,1,24,38
airland8,2,1,25,45
airland8,2,1,26,40
airland8,2,2,1,5
airland8,2,2,2,11
airland8,2,2,3,18
airland8,2,2,4,23
airland8,2,2,5,17
airland8,2,2,6,22
airland8,2,2,7,16
airland8,2,2,8,49
airland8,2,2,9,25
airland8,2,2,10,24
airland8,2,2,11,15
airland8,2,2,12,21
airland8,2,2,13,44
airland8,2,2,14,27
airland8,2,2,15,31
airland8,2,2,16,28
airland8,2,2,17,46
airland8,2,2,18,33
airland8,2,2,19,47
airland8,2,2,20,20
airland8,2,2,21,30
airland8,2,2,22,35
airland8,2,2,23,39
airland8,2,2,24,41
airland8,3,1,1,7
airland8,3,1,2,3
airland8,3,1,3,8
airland8,3,1,4,19
airland8,3,1,5,4
airland8,3,1,6,23
airland8,3,1,7,22
airland8,3,1,8,25
airland8,3,1,9,42
airland8,3,1,10,34
airland8,3,1,11,48
airland8,3,1,12,32
airland8,3,1,13,46
airland8,3,1,14,36
airland8,3,1,15,47
airland8,3,1,16,29
airland8,3,1,17,41
airland8,3,2,1,5
airland8,3,2,2,9
airland8,3,2,3,10
airland8,3,2,4,2
airland8,3,2,5,6
airland8,3,2,6,14
airland8,3,2,7,12
airland8,3,2,8,26
airland8,3,2,9,43
airland8,3,2,10,27
airland8,3,2,11,31
airland8,3,2,12,28
airland8,3,2,13,37
airland8,3,2,14,30
airland8,3,2,15,35
airland8,3,2,16,40
airland8,3,3,1,0
airland8,3,3,2,11
airland8,3,3,3,18
airland8,3,3,4,1
airland8,3,3,5,17
airland8,3,3,6,13
airland8,3,3,7,16
airland8,3,3,8,49
airland8,3,3,9,24
airland8,3,3,10,15
airland8,3,3,11,21
airland8,3,3,12,44
airland8,3,3,13,33
airland8,3,3,14,20
airland8,3,3,15,38
airland8,3,3,16,45
airland8,3,3,17,39
airland9,2,1,1,5
airland9,2,1,2,2
airland9,2,1,3,3
airland9,2,1,4,4
airland9,2,1,5,12
airland9,2,1,6,13
airland9,2,1,7,16
airland9,2,1,8,14
airland9,2,1,9,23
airland9,2,1,10,22
airland9,2,1,11,26
airland9,2,1,12,30
airland9,2,1,13,25
airland9,2,1,14,27
airland9,2,1,15,34
airland9,2,1,16,31
airland9,2,1,17,35
airland9,2,1,18,37
airland9,2,1,19,40
airland9,2,1,20,43
airland9,2,1,21,46
airland9,2,1,22,44
airland9,2,1,23,42
airland9,2,1,24,50
airland9,2,1,25,48
airland9,2,1,26,52
airland9,2,1,27,58
airland9,2,1,28,57
airland9,2,1,29,59
airland9,2,1,30,60
airland9,2,1,31,61
airland9,2,1,32,63
airland9,2,1,33,66
airland9,2,1,34,64
airland9,2,1,35,68
airland9,2,1,36,71
airland9,2,1,37,70
airland9,2,1,38,74
airland9,2,1,39,75
airland9,2,1,40,78
airland9,2,1,41,77
airland9,2,1,42,80
airland9,2,1,43,83
airland9,2,1,44,85
airland9,2,1,45,89
airland9,2,1,46,90
airland9,2,1,47,92
airland9,2,1,48,94
airland9,2,1,49,97
airland9,2,1,50,98
airland9,2,1,51,99
airland9,2,2,1,0
airland9,2,2,2,1
airland9,2,2,3,9
airland9,2,2,4,7
airland9,2,2,5,6
airland9,2,2,6,8
airland9,2,2,7,11
airland9,2,2,8,10
airland9,2,2,9,15
airland9,2,2,10,17
airland9,2,2,11,19
airland9,2,2,12,18
airland9,2,2,13,21
airland9,2,2,14,20
airland9,2,2,15,24
airland9,2,2,16,29
airland9,2,2,17,28
airland9,2,2,18,33
airland9,2,2,19,32
airland9,2,2,20,36
airland9,2,2,21,39
airland9,2,2,22,38
airland9,2,2,23,41
airland9,2,2,24,45
airland9,2,2,25,49
airland9,2,2,26,47
airland9,2,2,27,51
airland9,2,2,28,53
airland9,2,2,29,54
airland9,2,2,30,56
airland9,2,2,31,55
airland9,2,2,32,62
airland9,2,2,33,65
airland9,2,2,34,67
airland9,2,2,35,69
airland9,2,2,36,72
airland9,2,2,37,73
airland9,2,2,38,76
airland9,2,2,39,84
airland9,2,2,40,79
airland9,2,2,41,81
airland9,2,2,42,82
airland9,2,2,43,87
airland9,2,2,44,86
airland9,2,2,45,88
airland9,2,2,46,91
airland9,2,2,47,93
airland9,2,2,48,95
airland9,2,2,49,96
airland9,3,1,1,1
airland9,3,1,2,9
airland9,3,1,3,3
airland9,3,1,4,11
airland9,3,1,5,15
airland9,3,1,6,16
airland9,3,1,7,21
airland9,3,1,8,24
airland9,3,1,9,33
airland9,3,1,10,40
airland9,3,1,11,46
airland9,3,1,12,45
airland9,3,1,13,50
airland9,3,1,14,51
airland9,3,1,15,58
airland9,3,1,16,57
airland9,3,1,17,63
airland9,3,1,18,67
airland9,3,1,19,69
airland9,3,1,20,72
airland9,3,1,21,73
airland9,3,1,22,76
airland9,3,1,23,75
airland9,3,1,24,77
airland9,3,1,25,84
airland9,3,1,26,80
airland9,3,1,27,82
airland9,3,1,28,86
airland9,3,1,29,90
airland9,3,1,30,91
airland9,3,1,31,93
airland9,3,1,32,95
airland9,3,1,33,99
airland9,3,2,1,2
airland9,3,2,2,6
airland9,3,2,3,4
airland9,3,2,4,10
airland9,3,2,5,13
airland9,3,2,6,17
airland9,3,2,7,18
airland9,3,2,8,22
airland9,3,2,9,20
airland9,3,2,10,26
airland9,3,2,11,28
airland9,3,2,12,27
airland9,3,2,13,34
airland9,3,2,14,31
airland9,3,2,15,36
airland9,3,2,16,39
airland9,3,2,17,38
airland9,3,2,18,41
airland9,3,2,19,42
airland9,3,2,20,47
airland9,3,2,21,53
airland9,3,2,22,56
airland9,3,2,23,55
airland9,3,2,24,59
airland9,3,2,25,60
airland9,3,2,26,61
airland9,3,2,27,66
airland9,3,2,28,64
airland9,3,2,29,71
airland9,3,2,30,81
airland9,3,2,31,83
airland9,3,2,32,87
airland9,3,2,33,89
airland9,3,2,34,94
airland9,3,2,35,98
airland9,3,2,36,96
airland9,3,3,1,0
airland9,3,3,2,5
airland9,3,3,3,7
airland9,3,3,4,8
airland9,3,3,5,12
airland9,3,3,6,14
airland9,3,3,7,19
airland9,3,3,8,23
airland9,3,3,9,29
airland9,3,3,10,30
airland9,3,3,11,25
airland9,3,3,12,32
airland9,3,3,13,35
airland9,3,3,14,37
airland9,3,3,15,43
airland9,3,3,16,44
airland9,3,3,17,49
airland9,3,3,18,48
airland9,3,3,19,52
airland9,3,3,20,54
airland9,3,3,21,62
airland9,3,3,22,65
airland9,3,3,23,68
airland9,3,3,24,70
airland9,3,3,25,74
airland9,3,3,26,78
airland9,3,3,27,79
airland9,3,3,28,85
airland9,3,3,29,88
airland9,3,3,30,92
airland9,3,3,31,97
airland9,4,1,1,0
airland9,4,1,2,2
airland9,4,1,3,8
airland9,4,1,4,10
airland9,4,1,5,17
airland9,4,1,6,23
airland9,4,1,7,24
airland9,4,1,8,28
airland9,4,1,9,32
airland9,4,1,10,36
airland9,4,1,11,38
airland9,4,1,12,44
airland9,4,1,13,50
airland9,4,1,14,53
airland9,4,1,15,56
airland9,4,1,16,60
airland9,4,1,17,66
airland9,4,1,18,68
airland9,4,1,19,72
airland9,4,1,20,75
airland9,4,1,21,79
airland9,4,1,22,82
airland9,4,1,23,89
airland9,4,1,24,92
airland9,4,1,25,95
airland9,4,2,1,1
airland9,4,2,2,7
airland9,4,2,3,4
airland9,4,2,4,13
airland9,4,2,5,14
airland9,4,2,6,21
airland9,4,2,7,26
airland9,4,2,8,25
airland9,4,2,9,34
airland9,4,2,10,39
airland9,4,2,11,43
airland9,4,2,12,45
airland9,4,2,13,47
airland9,4,2,14,52
airland9,4,2,15,57
airland9,4,2,16,61
airland9,4,2,17,65
airland9,4,2,18,69
airland9,4,2,19,73
airland9,4,2,20,78
airland9,4,2,21,80
airland9,4,2,22,87
airland9,4,2,23,88
airland9,4,2,24,94
airland9,4,2,25,98
airland9,4,3,1,5
airland9,4,3,2,3
airland9,4,3,3,11
airland9,4,3,4,15
airland9,4,3,5,19
airland9,4,3,6,22
airland9,4,3,7,29
airland9,4,3,8,33
airland9,4,3,9,31
airland9,4,3,10,37
airland9,4,3,11,46
airland9,4,3,12,42
airland9,4,3,13,48
airland9,4,3,14,54
airland9,4,3,15,55
airland9,4,3,16,62
airland9,4,3,17,67
airland9,4,3,18,71
airland9,4,3,19,74
airland9,4,3,20,77
airland9,4,3,21,81
airland9,4,3,22,85
airland9,4,3,23,90
airland9,4,3,24,93
airland9,4,3,25,96
airland9,4,4,1,9
airland9,4,4,2,6
airland9,4,4,3,12
airland9,4,4,4,16
airland9,4,4,5,18
airland9,4,4,6,20
airland9,4,4,7,30
airland9,4,4,8,27
airland9,4,4,9,35
airland9,4,4,10,40
airland9,4,4,11,41
airland9,4,4,12,49
airland9,4,4,13,51
airland9,4,4,14,58
airland9,4,4,15,59
airland9,4,4,16,63
airland9,4,4,17,64
airland9,4,4,18,70
airland9,4,4,19,76
airland9,4,4,20,84
airland9,4,4,21,83
airland9,4,4,22,86
airland9,4,4,23,91
airland9,4,4,24,97
airland9,4,4,25,99
